filepath,label,parent_id
raw/clean/granite/granite_0061.jpg,granite,granite_0061
raw/clean/granite/granite_0062.jpg,granite,granite_0062
raw/clean/granite/granite_0058.jpg,granite,granite_0058
raw/clean/granite/granite_0079.JPG,granite,granite_0079
raw/clean/granite/granite_0072.jpg,granite,granite_0072
raw/clean/granite/granite_0015.jpg,granite,granite_0015
raw/clean/granite/granite_0012.jpg,granite,granite_0012
raw/clean/granite/granite_0067.jpg,granite,granite_0067
raw/clean/granite/granite_0022.jpg,granite,granite_0022
raw/clean/granite/granite_0070.jpg,granite,granite_0070
raw/clean/granite/granite_0056.jpg,granite,granite_0056
raw/clean/granite/granite_0013.jpg,granite,granite_0013
raw/clean/granite/granite_0046.jpeg,granite,granite_0046
raw/clean/granite/granite_0073.png,granite,granite_0073
raw/clean/granite/granite_0028.jpg,granite,granite_0028
raw/clean/granite/granite_0077.jpg,granite,granite_0077
raw/clean/granite/granite_0017.jpg,granite,granite_0017
raw/clean/granite/granite_0011.jpg,granite,granite_0011
raw/clean/granite/granite_0036.jpg,granite,granite_0036
raw/clean/granite/granite_0031.jpg,granite,granite_0031
raw/clean/granite/granite_0043.jpg,granite,granite_0043
raw/clean/granite/granite_0045.jpeg,granite,granite_0045
raw/clean/granite/granite_0009.jpg,granite,granite_0009
raw/clean/granite/granite_0035.jpeg,granite,granite_0035
raw/clean/granite/granite_0005.jpg,granite,granite_0005
raw/clean/granite/granite_0032.jpg,granite,granite_0032
raw/clean/granite/granite_0047.jpg,granite,granite_0047
raw/clean/granite/granite_0051.jpg,granite,granite_0051
raw/clean/granite/granite_0006.jpg,granite,granite_0006
raw/clean/granite/granite_0037.jpg,granite,granite_0037
raw/clean/granite/granite_0055.jpg,granite,granite_0055
raw/clean/granite/granite_0004.jpg,granite,granite_0004
raw/clean/granite/granite_0016.jpg,granite,granite_0016
raw/clean/granite/granite_0069.jpg,granite,granite_0069
raw/clean/gres/gres_0034.jpg,gres,gres_0034
raw/clean/gres/gres_0005.jpg,gres,gres_0005
raw/clean/gres/gres_0038.jpg,gres,gres_0038
raw/clean/gres/gres_0036.jpg,gres,gres_0036
raw/clean/gres/gres_0033.jpg,gres,gres_0033
raw/clean/gres/gres_0012.jpg,gres,gres_0012
raw/clean/gres/gres_0010.jpg,gres,gres_0010
raw/clean/gres/gres_0011.jpg,gres,gres_0011
raw/clean/gres/gres_0020.jpg,gres,gres_0020
raw/clean/gres/gres_0019.jpg,gres,gres_0019
raw/clean/gres/gres_0025.jpg,gres,gres_0025
raw/clean/gres/gres_0063.jpg,gres,gres_0063
raw/clean/gres/gres_0055.jpg,gres,gres_0055
raw/clean/gres/gres_0064.jpg,gres,gres_0064
raw/clean/gres/gres_0059.jpg,gres,gres_0059
raw/clean/gres/gres_0044_1.jpg,gres,gres_0044
raw/clean/gres/gres_0044_2.jpg,gres,gres_0044
raw/clean/gres/gres_0044_3.jpg,gres,gres_0044
raw/clean/gres/gres_0044_4.jpg,gres,gres_0044
raw/clean/gres/gres_0044_5.jpg,gres,gres_0044
raw/clean/gres/gres_0044_6.jpg,gres,gres_0044
raw/clean/gres/gres_0045.jpg,gres,gres_0045
raw/clean/gres/gres_0039.jpg,gres,gres_0039
raw/clean/gres/gres_0001.jpg,gres,gres_0001
raw/clean/gres/gres_0024.jpg,gres,gres_0024
raw/clean/gres/gres_0021.jpg,gres,gres_0021
raw/clean/gres/gres_0002.jpg,gres,gres_0002
raw/clean/gres/gres_0040.jpg,gres,gres_0040
raw/clean/gres/gres_0018.jpg,gres,gres_0018
raw/clean/gres/gres_0046.jpg,gres,gres_0046
raw/clean/gres/gres_0003.jpg,gres,gres_0003
raw/clean/gres/gres_0008.jpg,gres,gres_0008
raw/clean/gres/gres_0015.jpg,gres,gres_0015
raw/clean/gres/gres_0032.jpg,gres,gres_0032
raw/clean/gres/gres_0006.jpg,gres,gres_0006
raw/clean/gres/gres_0014.jpg,gres,gres_0014
raw/clean/gres/gres_0009.jpg,gres,gres_0009
raw/clean/gres/gres_0029.jpg,gres,gres_0029
raw/clean/gres/gres_0035.jpg,gres,gres_0035
raw/clean/gres/gres_0054.jpg,gres,gres_0054
raw/clean/gres/gres_0061.jpeg,gres,gres_0061
raw/clean/gres/gres_0041.jpg,gres,gres_0041
raw/clean/gres/gres_0022.jpg,gres,gres_0022
raw/clean/gres/gres_0026.jpg,gres,gres_0026
raw/clean/gres/gres_0049.jpeg,gres,gres_0049
raw/clean/gres/gres_0050.jpg,gres,gres_0050
raw/clean/gres/gres_0042.jpg,gres,gres_0042
raw/clean/gres/gres_0004.jpg,gres,gres_0004
raw/clean/gres/gres_0030.jpg,gres,gres_0030
raw/clean/gres/gres_0053.jpg,gres,gres_0053
raw/clean/gres/gres_0048_1.jpg,gres,gres_0048
raw/clean/gres/gres_0048_2.jpg,gres,gres_0048
raw/clean/schiste/schiste_0055.png,schiste,schiste_0055
raw/clean/schiste/schiste_0001.png,schiste,schiste_0001
raw/clean/schiste/schiste_0024.jpg,schiste,schiste_0024
raw/clean/schiste/schiste_0057.png,schiste,schiste_0057
raw/clean/schiste/schiste_0027.png,schiste,schiste_0027
raw/clean/schiste/schiste_0056.png,schiste,schiste_0056
raw/clean/schiste/schiste_0042.jpg,schiste,schiste_0042
raw/clean/schiste/schiste_0022.jpg,schiste,schiste_0022
raw/clean/schiste/schiste_0007.png,schiste,schiste_0007
raw/clean/schiste/schiste_0037.png,schiste,schiste_0037
raw/clean/schiste/schiste_0015.png,schiste,schiste_0015
raw/clean/schiste/schiste_0059.png,schiste,schiste_0059
raw/clean/schiste/schiste_0049.jpg,schiste,schiste_0049
raw/clean/schiste/schiste_0018.png,schiste,schiste_0018
raw/clean/schiste/schiste_0030.png,schiste,schiste_0030
raw/clean/schiste/schiste_0009.png,schiste,schiste_0009
raw/clean/schiste/schiste_0039.jpg,schiste,schiste_0039
raw/clean/schiste/schiste_0017.png,schiste,schiste_0017
raw/clean/schiste/schiste_0023.jpg,schiste,schiste_0023
raw/clean/schiste/schiste_0026.png,schiste,schiste_0026
raw/clean/schiste/schiste_0052.JPG,schiste,schiste_0052
raw/clean/schiste/schiste_0003.png,schiste,schiste_0003
raw/clean/schiste/schiste_0025.png,schiste,schiste_0025
raw/clean/schiste/schiste_0002.png,schiste,schiste_0002
raw/clean/schiste/schiste_0020.jpg,schiste,schiste_0020
raw/clean/schiste/schiste_0028.png,schiste,schiste_0028
raw/clean/schiste/schiste_0008.png,schiste,schiste_0008
raw/clean/schiste/schiste_0053.jpg,schiste,schiste_0053
raw/clean/schiste/schiste_0029.png,schiste,schiste_0029
raw/clean/schiste/schiste_0058.png,schiste,schiste_0058
raw/clean/schiste/schiste_0054.png,schiste,schiste_0054
raw/clean/schiste/schiste_0016.png,schiste,schiste_0016
raw/clean/schiste/schiste_0040.jpg,schiste,schiste_0040
raw/clean/schiste/schiste_0005.png,schiste,schiste_0005
raw/clean/schiste/schiste_0012.png,schiste,schiste_0012
raw/clean/schiste/schiste_0006.png,schiste,schiste_0006
raw/clean/schiste/schiste_0041.jpg,schiste,schiste_0041
raw/clean/schiste/schiste_0044.jpg,schiste,schiste_0044
raw/clean/schiste/schiste_0011.png,schiste,schiste_0011
raw/clean/schiste/schiste_0034.png,schiste,schiste_0034
raw/clean/schiste/schiste_0033.png,schiste,schiste_0033
raw/clean/schiste/schiste_0031.png,schiste,schiste_0031
raw/clean/schiste/schiste_0050.jpg,schiste,schiste_0050
raw/clean/schiste/schiste_0063.jpg,schiste,schiste_0063
